Ticket_ID,Timestamp,Source,Category,Severity,Alert_Message,Raw_Logs,Status
INC-3039,2026-04-15 10:07,CloudWatch / Azure Monitor,Cloud,Medium,CDN Cache Hit Rate Dropped — 9%,"Apr 12 09:27:36 Cloudflare: Cache hit rate dropped from 85% to 16% in last 30 minutes
Apr 27 13:35:16 Cloudflare: Origin server receiving 11x normal traffic
Apr 15 01:11:43 Cloudflare: Edge latency: 4729ms (baseline: 120ms)
Apr 01 08:47:57 Cloudflare: Cache-Control headers missing on 69% of responses — check app config",Pending
INC-3031,2026-04-15 10:12,SolarWinds NPM,Network,Critical,OSPF Neighbor Down on Core-RTR-RUH-01,"Apr 12 06:46:22 Core-RTR-RUH-01 OSPF[100]: %OSPF-5-ADJCHG: Process 1, Nbr 10.1.1.2 on Bundle-Ether10 from FULL to DOWN, Neighbor Down: Dead timer expired
Apr 28 19:54:29 Core-RTR-RUH-01 OSPF[100]: %OSPF-4-ERRRCV: Received invalid packet: mismatched area ID from backbone area from 10.1.1.2, Bundle-Ether10
Apr 05 01:59:12 Core-RTR-RUH-01 OSPF[100]: Interface Bundle-Ether10 going down",Pending
INC-3048,2026-04-15 10:15,HP iLO / IPMI,Hardware,High,NIC Failure on Server-ESX-02 — eth0,"Apr 22 15:05:52 Server-ESX-02 kernel[1]: Network interface eth1 link failure detected
Apr 04 15:22:02 Server-ESX-02 kernel[1]: ethtool: Link is Down — auto-negotiation failed
Apr 08 11:20:20 Server-ESX-02 bonding[55]: Failover to eth0 complete — bond0 operating on single link
Apr 28 14:04:19 Server-ESX-02 iLO[10]: NIC teaming degraded — investigate NIC or cable on failed port",Pending
INC-3013,2026-04-15 10:57,Dynatrace APM,Application,High,Email Gateway Backlog — CRM-PROD-01: 65460 Messages,"Apr 11 15:07:07 postfix[512]: deferred queue: 65460 messages pending delivery
Apr 12 16:56:03 postfix[512]: MX record resolution failed for emircom.net — DNS propagation issue
Apr 14 18:58:40 postfix[512]: Bounce rate: 45% — hard bounces increasing
Apr 12 04:06:32 postfix[512]: SMTP relay 10.0.1.20 refusing connections: 421 Too many concurrent connections",Pending
INC-3002,2026-04-15 11:06,Dynatrace APM,Application,High,Memory Leak Detected — MongoDB-PROD-01,"Apr 16 13:22:00 jvm[java]: Heap usage: 92% (8GB/8GB)
Apr 24 14:59:27 jvm[java]: GC overhead limit exceeded — full GC running every 3 seconds
Apr 16 23:12:18 jvm[java]: OldGen space full — OutOfMemoryError imminent
Apr 02 07:38:08 dynatrace-apm: Memory leak in MongoDB-PROD-01 v4.8.4 — object retention in cache layer",Pending
INC-3020,2026-04-15 11:20,HP iLO / IPMI,Hardware,High,High Temperature on PDU-Rack-07-RUH — 86°C,"Apr 23 17:01:40 PDU-Rack-07-RUH iLO[10]: Inlet temperature 86°C — threshold 75°C exceeded
Apr 08 21:30:08 PDU-Rack-07-RUH iLO[10]: Fan speed at 100% — cooling insufficient
Apr 20 11:09:18 PDU-Rack-07-RUH iLO[10]: Risk of thermal throttling in 10 minutes
Apr 19 20:13:30 PDU-Rack-07-RUH IPMI[20]: Ambient temp sensor: 86°C, CPU temp: 98°C — check CRAC unit in rack zone B",Pending
INC-3004,2026-04-15 11:50,Dynatrace APM,Application,Critical,IMS VoIP Call Drop Rate High — eNB-MED-Tower-033,"Apr 06 15:21:47 SGW-RUH-01 ims-cscf[88]: Call drop rate: 35% (threshold: 5%)
Apr 22 11:19:27 PGW-CORE-01 ims-cscf[88]: SIP 503 Service Unavailable from P-CSCF
Apr 16 21:08:24 eNB-MED-Tower-033 ims-cscf[88]: Media gateway overloaded — RTP packet loss 9%
Apr 28 16:06:17 SGW-RUH-01 ims-cscf[88]: Subscribers affected: 661",Pending
INC-3015,2026-04-15 11:56,HP iLO / IPMI,Hardware,Critical,UPS Battery Low on UPS-DataCenter-RUH-A,"Apr 15 15:49:37 ups-mgr[77]: UPS battery capacity: 16% — critical threshold 20% breached
Apr 11 04:50:41 ups-mgr[77]: Estimated runtime on battery: 4 minutes
Apr 04 17:03:41 ups-mgr[77]: Mains power input: FAILED — running on battery since 18 minutes
Apr 26 06:32:01 ups-mgr[77]: ALERT: Initiate graceful shutdown of non-critical systems",Pending
INC-3019,2026-04-15 12:05,SolarWinds NPM,Network,Critical,BGP Session Down on BNG-02-JED — Peer 172.16.0.1,"Apr 28 05:22:32 BNG-02-JED BGP[1234]: %BGP-5-ADJCHANGE: neighbor 172.16.0.1 Down BGP Notification sent, error code Cease (subcode peer de-configured)
Apr 10 22:54:48 BNG-02-JED BGP[1234]: %BGP-3-NOTIFICATION: sent to neighbor 172.16.0.1 6/3 (cease/peer unconfigured) 0 bytes
Apr 13 19:55:17 BNG-02-JED BGP[1234]: %BGP-5-ADJCHANGE: neighbor 172.16.0.1 Down Interface flap",Pending
INC-3005,2026-04-15 12:07,HP iLO / IPMI,Hardware,High,NIC Failure on Switch-Core-RUH-01 — eth2,"Apr 09 06:32:39 Switch-Core-RUH-01 kernel[1]: Network interface eth3 link failure detected
Apr 16 10:33:29 Switch-Core-RUH-01 kernel[1]: ethtool: Link is Down — auto-negotiation failed
Apr 10 05:24:07 Switch-Core-RUH-01 bonding[55]: Failover to eth1 complete — bond0 operating on single link
Apr 25 08:08:18 Switch-Core-RUH-01 iLO[10]: NIC teaming degraded — investigate NIC or cable on failed port",Pending
INC-3032,2026-04-15 12:21,CloudWatch / Azure Monitor,Cloud,Critical,S3 Bucket Public Access Detected — emircom-backup-prod,"Apr 02 16:41:52 AWS Config: S3 bucket emircom-backup-prod ACL changed to public-read
Apr 23 01:24:07 AWS Config: Change made by IAM user devops-temp (last login: 3 days ago)
Apr 22 20:20:05 AWS Config: 2.5TB sensitive data potentially exposed
Apr 17 15:23:01 AWS GuardDuty: S3 bucket policy allows unauthenticated access — remediate immediately",Pending
INC-3044,2026-04-15 12:40,Dynatrace APM,Application,High,Database Replication Lag — api.emircom.net: 47 minutes behind,"Apr 18 23:32:59 mysql[3306]: Slave_IO_Running: Yes, Slave_SQL_Running: Yes
Apr 03 20:50:34 mysql[3306]: Seconds_Behind_Master: 5105
Apr 09 13:35:48 mysql[3306]: Large transaction detected: binlog pos 384770 — DDL operation running
Apr 03 04:09:37 mysql[3306]: Replication lag increasing — read queries on replica returning stale data",Pending
INC-3037,2026-04-15 12:53,SolarWinds NPM,Network,High,Interface Serial0/1/0 Down on Core-SW-RUH-01,"Apr 02 10:06:53 Core-SW-RUH-01 ifmgr[145]: %LINK-3-UPDOWN: Interface Serial0/1/0, changed state to down
Apr 14 19:08:23 Core-SW-RUH-01 ifmgr[145]: %LINEPROTO-5-UPDOWN: Line protocol on Interface Serial0/1/0, changed state to down
Apr 11 10:24:11 Core-SW-RUH-01 chassis[500]: Physical layer alarm on Serial0/1/0: Loss of signal detected, check fiber/cable",Pending
INC-3003,2026-04-15 12:57,SolarWinds NPM,Network,Critical,BGP Session Down on BNG-02-JED — Peer 172.16.0.1,"Apr 15 23:16:21 BNG-02-JED BGP[1234]: %BGP-5-ADJCHANGE: neighbor 172.16.0.1 Down BGP Notification sent, error code Cease (subcode peer de-configured)
Apr 18 01:48:15 BNG-02-JED BGP[1234]: %BGP-3-NOTIFICATION: sent to neighbor 172.16.0.1 6/3 (cease/peer unconfigured) 0 bytes
Apr 06 05:27:23 BNG-02-JED BGP[1234]: %BGP-5-ADJCHANGE: neighbor 172.16.0.1 Down Interface flap",Pending
INC-3021,2026-04-15 12:59,Dynatrace APM,Application,High,Database Replication Lag — CRM-PROD-01: 71 minutes behind,"Apr 04 03:57:53 mysql[3306]: Slave_IO_Running: Yes, Slave_SQL_Running: Yes
Apr 24 12:11:07 mysql[3306]: Seconds_Behind_Master: 3654
Apr 08 13:50:07 mysql[3306]: Large transaction detected: binlog pos 594020 — DDL operation running
Apr 10 19:17:23 mysql[3306]: Replication lag increasing — read queries on replica returning stale data",Pending
INC-3051,2026-04-19 01:14,SolarWinds NPM,Network,Critical,BGP Session Down — PE-RUH-CORE-01 Lost Peering with Upstream ISP,"Apr 19 01:13:42 PE-RUH-CORE-01 BGP[100]: %BGP-3-NOTIFICATION: sent to neighbor 37.224.0.1 4/0 (hold time expired)
Apr 19 01:13:43 PE-RUH-CORE-01 BGP[100]: %BGP-5-ADJCHANGE: neighbor 37.224.0.1 Down Hold timer expired
Apr 19 01:13:44 PE-RUH-CORE-01 BGP[100]: %BGP-3-MAXPFXEXCEED: No. of prefix received from 37.224.0.1 reaches 850000
Apr 19 01:14:01 PE-RUH-CORE-01 BGP[100]: Active routes to AS9038 withdrawn — traffic blackholed",Pending
INC-3052,2026-04-19 01:31,Zabbix,Network,High,MPLS VPN Packet Loss Exceeding 12% — CE-JED-01 to PE-JED-CORE,"Apr 19 01:28:05 CE-JED-01 MPLS[1]: Pseudowire vc-id 1201 state change: up to down
Apr 19 01:28:17 CE-JED-01 interface GigabitEthernet0/1: output drops 4821 in last 60s
Apr 19 01:29:00 CE-JED-01 QOS[1]: DSCP EF queue tail-drop 8.7% — CIR exceeded on 2Mbps CIR VPN
Apr 19 01:31:22 PE-JED-CORE MPLS[2]: LDP session with 10.100.0.5 goes down — TCP reset received",Pending
INC-3053,2026-04-19 02:05,SolarWinds NPM,Network,High,Interface Flap Loop — SW-ACC-DXB-B12 Port Gi0/24 Cycling Every 8 Seconds,"Apr 19 02:01:33 SW-ACC-DXB-B12 %LINEPROTO-5-UPDOWN: Line protocol on GigabitEthernet0/24 changed state to down
Apr 19 02:01:41 SW-ACC-DXB-B12 %LINEPROTO-5-UPDOWN: Line protocol on GigabitEthernet0/24 changed state to up
Apr 19 02:02:22 SW-ACC-DXB-B12 %LINEPROTO-5-UPDOWN: Line protocol on GigabitEthernet0/24 changed state to down
Apr 19 02:05:10 SW-ACC-DXB-B12 %STP-2-LOOPGUARD_BLOCK: Loop guard blocking port Gi0/24 on VLAN 110",Pending
